cid,type_id,adv_id,context
1208,penis,0,CVP_A1_P|jj_2&pl_semen_ge_100,壮硕粗长但因精液过量而胀痛的巨大肉茎
1209,penis,0,CVP_A1_P|jj_2&pl_semen_ge_100,分量十足且因超量精液而胀得像要爆炸的阳具

1210,penis,0,CVP_A1_P|jj_3&pl_semen_le_2,巨大无比却已射空精液的疲软怪物
1211,penis,0,CVP_A1_P|jj_3&pl_semen_le_2,尺寸骇人但精液耗尽的半软巨物
1212,penis,0,CVP_A1_P|jj_3&pl_semen_le_2,超乎想象大小却无精可射的巨型阴茎
1213,penis,0,CVP_A1_P|jj_3&pl_semen_le_2,体积恐怖却因射尽精液而萎靡的怪物肉棒
1214,penis,0,CVP_A1_P|jj_3&pl_semen_le_2,罕见巨大却毫无精液可射的疲软巨茎
1215,penis,0,CVP_A1_P|jj_3&pl_semen_le_2,犹如婴儿手臂粗细却已无精可射的巨阳具
1216,penis,0,CVP_A1_P|jj_3&pl_semen_le_2,令人窒息的巨大尺寸却精液耗尽的疲软怪物
1217,penis,0,CVP_A1_P|jj_3&pl_semen_le_2,夸张到不切实际却已射空精液的软垂巨物
1218,penis,0,CVP_A1_P|jj_3&pl_semen_le_2,堪比小孩前臂却无精可射的疲惫巨阴茎
1219,penis,0,CVP_A1_P|jj_3&pl_semen_le_2,尺寸令人恐惧却因射精过度而疲软的巨肉棒

1220,penis,0,CVP_A1_P|jj_3&pl_semen_g_2&pl_semen_l_100,骇人听闻的尺寸，精液充足的硬挺巨肉棒
1221,penis,0,CVP_A1_P|jj_3&pl_semen_g_2&pl_semen_l_100,堪比婴儿手臂，精液满满的坚硬巨阴茎
1222,penis,0,CVP_A1_P|jj_3&pl_semen_g_2&pl_semen_l_100,尺寸超乎想象，精囊饱满的狰狞巨鸡巴
1223,penis,0,CVP_A1_P|jj_3&pl_semen_g_2&pl_semen_l_100,令人窒息的巨大，精液充沛的硬挺怪物
1224,penis,0,CVP_A1_P|jj_3&pl_semen_g_2&pl_semen_l_100,犹如小孩前臂，精液丰富的坚挺巨阳具
1225,penis,0,CVP_A1_P|jj_3&pl_semen_g_2&pl_semen_l_100,体积惊人恐怖，精囊鼓胀的硬挺巨棒
1226,penis,0,CVP_A1_P|jj_3&pl_semen_g_2&pl_semen_l_100,尺寸令人恐惧，精液满载的青筋暴突巨物
1227,penis,0,CVP_A1_P|jj_3&pl_semen_g_2&pl_semen_l_100,粗如婴儿小腿，精液充足的坚硬巨阴茎
1228,penis,0,CVP_A1_P|jj_3&pl_semen_g_2&pl_semen_l_100,夸张到难以置信，精液丰沛的狰狞巨茎
1229,penis,0,CVP_A1_P|jj_3&pl_semen_g_2&pl_semen_l_100,体积几乎不合理，精液充盈的恐怖巨棒

1230,penis,0,CVP_A1_P|jj_3&pl_semen_ge_100,巨大得可怕且装满过量精液的胀痛巨物
1231,penis,0,CVP_A1_P|jj_3&pl_semen_ge_100,尺寸令人恐惧且因精液过多而青筋爆突的巨茎
1232,penis,0,CVP_A1_P|jj_3&pl_semen_ge_100,体积堪比婴儿手臂且精液超量的胀痛巨棒
1233,penis,0,CVP_A1_P|jj_3&pl_semen_ge_100,骇人尺寸且因精液过量而呈深紫色的恐怖阴茎
1234,penis,0,CVP_A1_P|jj_3&pl_semen_ge_100,巨大狰狞且因超量精液而疼痛难忍的怪物肉棒
1235,penis,0,CVP_A1_P|jj_3&pl_semen_ge_100,尺寸超乎想象且精囊胀得像要爆炸的巨型鸡巴
1236,penis,0,CVP_A1_P|jj_3&pl_semen_ge_100,粗如小孩前臂且因精液过量而筋脉暴起的巨阳具
1237,penis,0,CVP_A1_P|jj_3&pl_semen_ge_100,体积恐怖且因过量精液而胀成紫红色的巨肉棒
1238,penis,0,CVP_A1_P|jj_3&pl_semen_ge_100,夸张尺寸且精囊鼓胀到不自然程度的巨大阴茎
1239,penis,0,CVP_A1_P|jj_3&pl_semen_ge_100,罕见巨大尺寸且因精液超量而痛苦不堪的怪物

