cid,en_name,name,introduce
862,examine_foot,检查足部,让对方脱掉鞋袜，以色情的视角观察和抚摸对方足部的每个地方，包括脚掌、脚趾、脚跟、脚踝等部位的形状、大小、柔软度、灵活性等。自己用手指仔细检查对方的脚趾，包括观察长度、粗细、形状，以及用手指轻抚、按压、揉捏等动作来检查敏感度和反应。
863,examine_foots_flexibility,测试足部灵活度,欺骗对方，以测试足部灵活度的名义进行足交，会要求对方夹紧双脚间的阴茎方便自己抽插。
871,examine_vulva_and_shape,检查外阴形状,以色情的视角观察和抚摸对方的外阴。要详细描写外阴的每个地方，包括阴唇、阴阜等部位的形状、大小、颜色、柔软度等。自己用手指仔细检查对方的外阴，包括观察阴唇的厚薄、形状、颜色，以及用手指轻抚、按压、揉捏等动作来检查敏感度和反应。不能描述阴蒂。
872,examine_vagina_and_folds,检查内阴褶皱,以检查内阴褶皱的名义对对方进行内阴检查。要详细描写内阴的每个地方，自己使用扩阴器将对方的阴道撑开，用专业的医用灯光照射和内窥镜进行检查，实际上是以色情的目的观察对方阴道内部的褶皱、颜色、湿润程度等。自己可能还会用手指深入阴道内部，以检查的名义进行抚摸和刺激，给对方带来性快感。
873,examine_hymen,检查处女膜,以医学检查的名义对对方的处女膜进行检查。对方可能是以下两种情况之一：处女膜完整的处女，或者处女膜在今天和自己的性爱中刚刚破掉。自己用扩阴器轻柔地撑开对方的阴唇，用医用灯光和内窥镜仔细观察处女膜的状态。如果是处女，自己会详细观察处女膜的完整性、厚度、弹性，用手指轻触检查其韧性；如果是刚破的处女膜，自己会观察破损的位置、残留的情况、出血情况，用手指轻抚检查破损的膜边缘和伤口愈合状态。触碰时必须用手指触碰。
874,examine_orifice,检查子宫口,使用扩阴器打开对方的阴道，用医用灯和内窥镜观察检查对方的子宫口。以色情的视角仔细观察子宫口的颜色、形状、大小、开合程度，包括宫颈的粉嫩程度、湿润状态、紧致度等。自己还会用手指或医用器械轻抚、按压、探入等动作来检查敏感度和反应。
875,examine_vagina_firmness,测试阴道紧致度,欺骗对方，以测试阴道紧致度的名义进行阴道性交，会要求对方夹紧阴道肌肉来给自己更强的刺激。
876,examine_anus,检查菊穴,使用透明扩肛塞打开对方的菊穴，用医用灯光和内窥镜观察检查对方的肛门和肠道内部。自己以色情的视角仔细观察菊穴口的颜色、形状、大小、开合程度，包括肛门的粉嫩程度、湿润状态、紧致度等。自己还会用手指或医用器械轻抚、按压、探入等动作来检查敏感度和反应。要详细描写对方菊穴口的颜色、形状、大小、紧致度、温度、湿润程度、纹理、弹性、敏感度等。还可以描述肠道内壁的状态，包括褶皱纹理、粉红色泽、分泌物等。
877,examine_intestine_firmness,测试肠道紧致度,欺骗对方，以测试肠道紧致度的名义进行肛交，会要求对方夹紧肠道肌肉来给自己更强的刺激。
878,examine_urethra,检查尿道,使用医用扩张器或特制尿道探针轻柔地打开对方的尿道口，用医用灯光和内窥镜观察检查对方的尿道内部情况。自己以色情的视角仔细观察尿道口的颜色、形状、大小、开合程度，包括尿道口的粉嫩程度、湿润状态、紧致度等。自己还会用手指或医用器械轻抚、按压、探入等动作来检查敏感度和反应。要详细描写对方尿道口的颜色、形状、大小、紧致度、温度、湿润程度、纹理、弹性、敏感度等。还可以描述尿道内壁的状态，包括褶皱纹理、粉红色泽、分泌物等。
879,examine_urination_status,测试现场排尿,以医学检查为由，要求对方在特制的透明容器或医用便器上排尿，以观察对方的排尿状态。自己以色情的视角仔细观察排尿的过程，包括尿液的颜色、流量、排尿姿态、排尿时的表情变化等。自己会观察排尿时尿道口的开合、尿液流出时的状态，甚至会要求对方配合做一些控制排尿的动作以检查其膀胱和尿道功能。要详细描写对方排尿时的姿势、表情、尿液喷射的状态、尿道口的变化、尿液的颜色和声音等。
880,examine_urethra_firmness,测试尿道紧致度,自己欺骗对方，以测试尿道紧致度的名义来和对方进行尿道交。首先为了让对方看不到自己的行为，自己可能是给对方戴上眼罩，或者让对方闭上眼睛等。然后自己将阴茎贴近对方的尿道口，以检查的名义将阴茎插入对方的尿道中，进行抽插和摩擦，同时要求对方配合检查动作，来增加摩擦的刺激。这个行为给自己带来了强烈的性刺激和心理快感，同时对方也在痛苦的同时因为尿道的摩擦刺激而产生了性快感和排泄的快感。要具体详细描写对方配合检查时的尿道反应，包括尿道的紧缩、颤抖、湿润等。描述自己感受到的尿道交体验，如尿道的紧致触感、微妙的湿润感、尿道的形状与阴茎的契合度等。可以描述对方配合检查时发出的微小反应。要详细描述自己的阴茎与对方尿道接触的触感和体验，包括尿道的温度、湿润程度、摩擦时的快感、尿道的特殊形状带来的独特体验等。可以描述阴茎被尿道包裹摩擦的感觉，以及尿道不同部位的不同触感体验。描述也应包含对这种性行为不合理性的体现。尿道原本是用于排尿的狭小通道，远比阴道窄小得多，不适合插入性交。描述中应体现自己对这种不合理、违反常规的性交方式的特殊心理快感，以及对方在被检查过程中对尿道被用作性交通道的本能疑惑与生理矛盾感。自己可能会在心理上享受这种违反常规、利用非性交器官进行性交的刺激感，以及利用医疗检查名义进行这种不合理行为的权力快感。对方则会在生理上感到不适与奇怪的刺激并存，体会到尿道被撑开的异样感受，以及排尿通道被用于完全不同目的的混乱感觉。
881,examine_tail,检查尾巴,examine_tail:自己仔细检查对方的兽尾，用手指和医疗器械触摸、抚摸、轻压尾巴的各个部位，测试其敏感度和反应。自己以色情的视角仔细观察尾巴的颜色、形状、大小、毛发质地、弹性等。自己还会用手指或医用器械轻抚、按压、揉捏等动作来检查敏感度和反应。要详细描写对方尾巴的颜色、形状、大小、柔软度、温度、毛发分布、肌肉弹性、敏感度等。还可以描述尾巴根部与身体连接处的敏感状态，包括毛发稀疏处的皮肤质感、触碰时的轻微颤抖反应等。
882,examine_tail_flexibility,测试尾巴灵活度,欺骗对方，以测试尾巴敏感度的名义来和对方进行尾交。首先为了让对方看不到自己的行为，自己可能是给对方戴上眼罩，或者让对方闭上眼睛等。然后自己将阴茎贴近对方的尾巴，让尾巴缠绕在阴茎上，以检查的名义进行摩擦动作，同时要求对方尽力收缩尾巴肌肉，来摩擦自己的阴茎。这个行为给自己带来了强烈的性刺激和心理快感，同时对方也因为尾巴的摩擦刺激而产生了性快感。要具体详细描写对方尾巴肌肉的收缩动作，包括有节奏的缠绕、收紧、放松、蠕动等。描述自己感受到的被缠绕的体验，如尾巴肌肉紧致包裹的感觉、收缩时的挤压力度、肌肉律动等。可以描述对方配合检查时用力收缩尾巴肌肉的动作和表现。要详细描述自己的阴茎被对方尾巴缠绕的触感和体验，包括尾巴内侧的温热触感、毛发的刺激感、紧致包裹感、每次摩擦时的快感、尾巴收缩时对阴茎的挤压刺激等。可以描述阴茎被尾巴肌肉律动按摩的感觉，以及尾巴不同部位的不同触感体验。
883,examine_horn,检查兽角,仔细检查对方的兽角，用手指和医疗器械触摸、抚摸、轻压角的各个部位，测试其敏感度和反应。自己以色情的视角仔细观察角的形状、大小、质地、弹性等。自己还会用手指或医用器械轻抚、按压、揉捏等动作来检查敏感度和反应。要详细描写对方兽角的形状、大小、硬度、温度、纹理分布、敏感度等。还可以描述角根部与头部连接处的敏感状态，包括毛发与皮肤的过渡区域、触碰时的轻微颤抖反应等。
884,examine_horn_sensitivity,测试兽角敏感度,欺骗对方，以测试兽角敏感度的名义来和对方进行角交。首先为了让对方看不到自己的行为，自己可能是给对方戴上眼罩，或者让对方闭上眼睛等。然后自己将阴茎贴近对方的角，以检查的名义用阴茎摩擦兽角，同时要求对方轻微转动头部，配合检查动作，来增加摩擦的快感。这个行为给自己带来了强烈的性刺激和心理快感，同时对方也因为兽角的摩擦刺激而产生了性快感。要具体详细描写对方配合检查时的头部动作，包括轻微的旋转、点头、摇头等。描述自己感受到的角交体验，如兽角表面的纹理触感、坚硬而富有弹性的触感、角的形状与阴茎的契合度等。可以描述对方配合检查时发出的微小反应。要详细描述自己的阴茎与对方兽角接触的触感和体验，包括角的温度、硬度、摩擦时的快感、角的特殊形状带来的独特体验等。可以描述阴茎被角部摩擦按压的感觉，以及兽角不同部位的不同触感体验。
885,examine_ears,检查兽耳,自己仔细检查对方的兽耳，用手指和医疗器械触摸、抚摸、轻压耳朵的各个部位，测试其敏感度和反应。自己以色情的视角仔细观察耳朵的形状、大小、质地、弹性等。自己还会用手指或医用器械轻抚、按压、揉捏等动作来检查敏感度和反应。要详细描写对方兽耳的形状、大小、柔软度、温度、绒毛分布、敏感度等。还可以描述耳根部与头部连接处的敏感状态，包括毛发与皮肤的过渡区域、触碰时的轻微颤抖反应等。
886,examine_ears_sensitivity,测试兽耳敏感度,自己欺骗对方，以测试兽耳敏感度的名义来和对方进行耳交。首先为了让对方看不到自己的行为，自己可能是给对方戴上眼罩，或者让对方闭上眼睛等。然后自己将阴茎贴近对方的兽耳，以检查的名义用阴茎摩擦兽耳，同时要求对方晃动耳朵，配合检查动作，来增加摩擦的快感。这个行为给自己带来了强烈的性刺激和心理快感，同时对方也因为兽耳的摩擦刺激而产生了性快感。要具体详细描写对方配合检查时的耳部动作，包括耳朵晃动、折叠、扭动、呼扇等。描述自己感受到的耳交体验，如兽耳表面的毛发触感、柔软而富有弹性的触感、耳朵的形状与阴茎的契合度等。可以描述对方配合检查时发出的微小反应。要详细描述自己的阴茎与对方兽耳接触的触感和体验，包括耳朵的温度、柔软度、摩擦时的快感、耳朵的特殊形状带来的独特体验等。可以描述阴茎被耳部摩擦按压的感觉，以及兽耳不同部位的不同触感体验。
887,examine_wing,检查翅膀,仔细检查对方的翅膀，用手指和医疗器械触摸、抚摸、轻压翅膀的各个部位，测试其敏感度和反应。自己以色情的视角仔细观察翅膀的形状、大小、质地、弹性等。自己还会用手指或医用器械轻抚、按压、揉捏等动作来检查敏感度和反应。要详细描写对方翅膀的形状、大小、柔软度、温度、羽毛分布、敏感度等。还可以描述翅膀与背部连接处的敏感状态，包括羽毛与皮肤的过渡区域、触碰时的轻微颤抖反应等。
888,examine_wing_flexibility,测试翅膀灵活度,欺骗对方，以测试翅膀灵活度的名义来和对方进行翅膀交。首先为了让对方看不到自己的行为，自己可能是给对方戴上眼罩，或者让对方闭上眼睛等。然后自己将阴茎贴近对方的翅膀，以检查的名义用阴茎摩擦翅膀，同时要求对方展开、收起、抖动翅膀，配合检查动作，来增加摩擦的快感。这个行为给自己带来了强烈的性刺激和心理快感，同时对方也因为翅膀的摩擦刺激而产生了性快感。要具体详细描写对方配合检查时的翅膀动作，包括翅膀张开、折叠、扑动、颤抖等。描述自己感受到的翅膀交体验，如翅膀表面的羽毛触感、柔软而富有弹性的触感、翅膀的形状与阴茎的契合度等。可以描述对方配合检查时发出的微小反应。要详细描述自己的阴茎与对方翅膀接触的触感和体验，包括翅膀的温度、柔软度、摩擦时的快感、翅膀的特殊形状带来的独特体验等。可以描述阴茎被翅膀摩擦按压的感觉，以及翅膀不同部位的不同触感体验。
889,examine_ring,检查光环,仔细检查对方的光环，用手指和医疗器械触摸、抚摸、轻压光环的各个部位，测试其敏感度和反应。自己以色情的视角仔细观察光环的形状、大小、质地、弹性等。自己还会用手指或医用器械轻抚、按压、揉捏等动作来检查敏感度和反应。要详细描写对方光环的形状、大小、柔软度、温度、质感分布、敏感度等。还可以描述光环本身的敏感状态，包括光环被触碰时的轻微颤抖反应、光环在遇到快感时的闪烁和明显抖动反应等。
890,examine_ring_sensitivity,测试光环敏感度,欺骗对方，以测试光环敏感度的名义来和对方进行光环交。首先为了让对方看不到自己的行为，自己可能是给对方戴上眼罩，或者让对方闭上眼睛等。然后自己将阴茎贴近对方的光环，以检查的名义用阴茎摩擦光环，同时要求对方调整光环的亮度、强弱等，配合检查动作，来增加摩擦的快感。这个行为给自己带来了强烈的性刺激和心理快感，同时对方也因为光环的摩擦刺激而产生了性快感。要具体详细描写对方配合检查时的光环变化，包括光环的颤抖、闪烁、亮度变化等。描述自己感受到的光环交体验，如光环的温暖触感、微妙的能量波动、光环的形状与阴茎的契合度等。可以描述对方配合检查时发出的微小反应。要详细描述自己的阴茎与对方光环接触的触感和体验，包括光环的温度、能量流动感、摩擦时的快感、光环的特殊形状带来的独特体验等。可以描述阴茎被光环包裹摩擦的感觉，以及光环不同部位的不同触感体验。
891,examine_tentacle,检查触手,观察特殊种族触手的状况和特点。
892,examine_tentacle_flexibility,测试触手灵活度,评估触手的灵活性和控制能力。

901,penetrating_vision_on,开启透视,激活能够透视衣物的特殊能力。
902,penetrating_vision_off,关闭透视,关闭透视能力，恢复正常视觉。
903,hormone_on,开启信息素,释放特殊信息素影响周围人员的感知。
904,hormone_off,关闭信息素,停止释放信息素，恢复正常状态。
911,hypnosis_one,单人催眠,对单个目标实施催眠，影响其意识状态。
912,hypnosis_all,集体催眠,对多个目标同时实施催眠，影响群体意识。
913,hypnosis_cancel,解除催眠,终止催眠状态，恢复目标正常意识。
921,hypnosis_increase_body_sensitivity,体控-敏感度提升,通过催眠增强目标身体的敏感程度。
922,hypnosis_force_climax,体控-强制高潮,通过催眠强制目标达到性高潮。
923,hypnosis_force_ovulation,体控-强制排卵,通过催眠影响目标的生理功能促进排卵。
924,hypnosis_blockhead,体控-木头人,通过催眠使目标进入被动呆滞状态。
925,hypnosis_active_h,体控-逆推,通过催眠使目标主动进行亲密行为。
931,hypnosis_roleplay,心控-角色扮演,通过催眠使目标相信自己是特定角色。
932,hypnosis_pain_as_pleasure,心控-苦痛快感化,通过催眠改变目标的感知，将痛苦感知为快感。
941,time_stop_on,时间停止流动,激活特殊能力暂停时间的流动。
942,time_stop_off,时间重新流动,解除时间停止状态，恢复正常时间流动。
943,carry_target,搬运对方,在时间停止状态下搬动静止的目标。
944,stop_carry_target,停止搬运对方,结束搬运状态，将目标放置在特定位置。
945,target_free_in_time_stop,对方在时停中获得自由,使特定目标在时间停止状态下能够活动。
946,target_stop_in_time_stop,对方在时停中再次停止,使已获自由的目标重新回到时间停止状态。
