cid,en_name,name,duration,trigger,type
1255,a_orgasm_edge,结算A绝顶被寸止,0,npc,二段结算_绝顶
1256,u_orgasm_edge,结算U绝顶被寸止,0,npc,二段结算_绝顶
1257,w_orgasm_edge,结算W绝顶被寸止,0,npc,二段结算_绝顶

1260,in_unconscious_cum_on_body_0,结算恢复意识后发现头发出现精液,0,npc,二段结算_无意识
1261,in_unconscious_cum_on_body_1,结算恢复意识后发现脸部出现精液,0,npc,二段结算_无意识
1262,in_unconscious_cum_on_body_2,结算恢复意识后发现口腔出现精液,0,npc,二段结算_无意识
1263,in_unconscious_cum_on_body_3,结算恢复意识后发现胸部出现精液,0,npc,二段结算_无意识
1264,in_unconscious_cum_on_body_4,结算恢复意识后发现腋部出现精液,0,npc,二段结算_无意识
1265,in_unconscious_cum_on_body_5,结算恢复意识后发现手部出现精液,0,npc,二段结算_无意识
1266,in_unconscious_cum_on_body_6,结算恢复意识后发现小穴出现精液,0,npc,二段结算_无意识
1267,in_unconscious_cum_on_body_7,结算恢复意识后发现子宫出现精液,0,npc,二段结算_无意识
1268,in_unconscious_cum_on_body_8,结算恢复意识后发现后穴出现精液,0,npc,二段结算_无意识
1269,in_unconscious_cum_on_body_9,结算恢复意识后发现尿道出现精液,0,npc,二段结算_无意识
1270,in_unconscious_cum_on_body_10,结算恢复意识后发现腿部出现精液,0,npc,二段结算_无意识
1271,in_unconscious_cum_on_body_11,结算恢复意识后发现脚部出现精液,0,npc,二段结算_无意识
1272,in_unconscious_cum_on_body_12,结算恢复意识后发现尾巴出现精液,0,npc,二段结算_无意识
1273,in_unconscious_cum_on_body_13,结算恢复意识后发现兽角出现精液,0,npc,二段结算_无意识
1274,in_unconscious_cum_on_body_14,结算恢复意识后发现兽耳出现精液,0,npc,二段结算_无意识
1275,in_unconscious_cum_on_body_15,结算恢复意识后发现胃部出现精液,0,npc,二段结算_无意识
1276,in_unconscious_cum_on_body_16,结算恢复意识后发现胯部出现精液,0,npc,二段结算_无意识
1277,in_unconscious_cum_on_body_17,结算恢复意识后发现腹部出现精液,0,npc,二段结算_无意识
1278,in_unconscious_cum_on_body_18,结算恢复意识后发现背部出现精液,0,npc,二段结算_无意识

1280,in_unconscious_cum_on_cloth_0,结算恢复意识后发现帽子出现精液,0,npc,二段结算_无意识
1281,in_unconscious_cum_on_cloth_1,结算恢复意识后发现眼镜出现精液,0,npc,二段结算_无意识
1282,in_unconscious_cum_on_cloth_2,结算恢复意识后发现耳饰出现精液,0,npc,二段结算_无意识
1283,in_unconscious_cum_on_cloth_3,结算恢复意识后发现脖饰出现精液,0,npc,二段结算_无意识
1284,in_unconscious_cum_on_cloth_4,结算恢复意识后发现口饰出现精液,0,npc,二段结算_无意识
1285,in_unconscious_cum_on_cloth_5,结算恢复意识后发现上衣出现精液,0,npc,二段结算_无意识
1286,in_unconscious_cum_on_cloth_6,结算恢复意识后发现胸衣出现精液,0,npc,二段结算_无意识
1287,in_unconscious_cum_on_cloth_7,结算恢复意识后发现手套出现精液,0,npc,二段结算_无意识
1288,in_unconscious_cum_on_cloth_8,结算恢复意识后发现下衣出现精液,0,npc,二段结算_无意识
1289,in_unconscious_cum_on_cloth_9,结算恢复意识后发现内裤出现精液,0,npc,二段结算_无意识
1290,in_unconscious_cum_on_cloth_10,结算恢复意识后发现袜子出现精液,0,npc,二段结算_无意识
1291,in_unconscious_cum_on_cloth_11,结算恢复意识后发现鞋子出现精液,0,npc,二段结算_无意识
1292,in_unconscious_cum_on_cloth_12,结算恢复意识后发现武器出现精液,0,npc,二段结算_无意识
1293,in_unconscious_cum_on_cloth_13,结算恢复意识后发现附属物出现精液,0,npc,二段结算_无意识

1296,in_unconscious_stolen_panty,结算恢复意识后发现内裤被偷走,0,npc,二段结算_无意识
1297,in_unconscious_stolen_socks,结算恢复意识后发现袜子被偷走,0,npc,二段结算_无意识

1301,love_1,结算获得思慕,0,npc,二段结算_攻略
1302,love_2,结算获得恋慕,0,npc,二段结算_攻略
1303,love_3,结算获得恋人(含赠予信物),0,npc,二段结算_攻略
1304,love_4,结算获得爱侣,0,npc,二段结算_攻略
1305,obey_1,结算获得屈从,0,npc,二段结算_攻略
1306,obey_2,结算获得驯服,0,npc,二段结算_攻略
1307,obey_3,结算获得宠物(含赠予信物),0,npc,二段结算_攻略
1308,obey_4,结算获得奴隶,0,npc,二段结算_攻略

1311,fertilization,结算获得受精,0,npc,二段结算_生育
1312,fertilization_failed,结算受精失败,0,npc,二段结算_生育
1313,pregnancy,结算获得妊娠,0,npc,二段结算_生育
1314,parturient,结算获得临盆,0,npc,二段结算_生育
1315,born,生产前的对话,0,npc,二段结算_生育
1317,postpartum,生产后的对话+获得产后,0,npc,二段结算_生育
1318,rearing,结算获得育儿,0,npc,二段结算_生育
1319,rearing_complete,结算育儿完成,0,npc,二段结算_生育
1320,child_to_loli,结算幼女长成萝莉,0,npc,二段结算_生育
1321,loli_to_girl,结算萝莉长成少女,0,npc,二段结算_生育

1331,first_meet,初次见面,0,npc,二段结算
1332,day_hello,每日打招呼,0,npc,二段结算

1351,new_round_farewell,新周目告别,0,npc,二段结算

1361,start_field_commission_as_leader,以队长身份出发执行外勤委托,0,npc,二段结算
1362,end_field_commission_as_leader,以队长身份完成外勤委托归舰,0,npc,二段结算
1366,be_invited_join_group_sex,被邀请加入群交，开始前往群交地点,0,npc,二段结算

1371,appointed_as_diplomat_local,被任命为本地外交官,0,npc,二段结算
1372,relieved_of_diplomat_local,被解除本地外交官的任命,0,npc,二段结算
1373,appointed_as_diplomat_out,被任命为外派外交官,0,npc,二段结算
1374,relieved_of_diplomat_out,被解除外派外交官的任命,0,npc,二段结算

1401,chosen_as_assistant,被选为助理,0,npc,二段结算_助理
1402,not_as_assistant,不再为助理,0,npc,二段结算_助理
1403,ai_follow_0,关闭智能跟随,0,npc,二段结算_助理
1404,ai_follow_1,开启智能跟随,0,npc,二段结算_助理
1405,ai_follow_3,要求前往办公室,0,npc,二段结算_助理
1406,support_service_off,关闭辅佐服务,0,npc,二段结算_助理
1407,support_service_on,开启辅佐服务,0,npc,二段结算_助理
1408,assistant_send_food_0,关闭送饭服务,0,npc,二段结算_助理
1409,assistant_send_food_1,开启帮忙买午饭服务,0,npc,二段结算_助理
1410,assistant_send_food_2,开启亲手做午饭服务,0,npc,二段结算_助理
1411,assistant_send_food_3,开启亲手做三餐服务,0,npc,二段结算_助理
1412,morning_service_0,关闭早安服务,0,npc,二段结算_助理
1413,morning_service_1,开启早上叫起床服务,0,npc,二段结算_助理
1414,morning_service_2,开启早安吻服务,0,npc,二段结算_助理
1415,morning_service_3,开启早安咬服务,0,npc,二段结算_助理
1416,night_service_0,关闭晚安服务,0,npc,二段结算_助理
1417,night_service_1,开启晚上催睡觉服务,0,npc,二段结算_助理
1418,night_service_2,开启晚安吻服务,0,npc,二段结算_助理
1419,night_service_3,开启晚安咬服务,0,npc,二段结算_助理
1420,cohabitation_off,关闭同居服务,0,npc,二段结算_助理
1421,cohabitation_on,开启同居服务,0,npc,二段结算_助理
1422,love_support_off,关闭助攻服务,0,npc,二段结算_助理
1423,love_support_on,开启助攻服务,0,npc,二段结算_助理

1451,ask_give_pan_everyday,被要求每天上交内裤,0,npc,二段结算_管理
1452,ask_give_socks_everyday,被要求每天上交袜子,0,npc,二段结算_管理
1453,ask_not_wear_corset,被要求以后不再穿胸衣,0,npc,二段结算_管理
1454,ask_not_wear_cloth_in_sleep,被要求以后睡觉时不穿衣服裸睡,0,npc,二段结算_管理
1455,give_pan_in_day_first_meet,在每日招呼时上交今天的内裤,0,npc,二段结算_管理
1456,give_socks_in_day_first_meet,在每日招呼时上交今天的袜子,0,npc,二段结算_管理
1457,ask_wear_different_socks_everyday,被要求每天穿不同的袜子,0,npc,二段结算_管理
1461,ask_equip_nipple_clamp_in_day,被要求白天时戴着乳头夹,0,npc,二段结算_管理
1462,ask_equip_clit_clamp_in_day,被要求白天时戴着阴蒂夹,0,npc,二段结算_管理
1463,ask_equip_v_vibrator_in_day,被要求白天时V里插着振动棒,0,npc,二段结算_管理
1464,ask_equip_a_vibrator_in_day,被要求白天时A里插着振动棒,0,npc,二段结算_管理
1465,ask_equip_nipple_clamp_in_sleep,被要求睡觉时戴着乳头夹,0,npc,二段结算_管理
1466,ask_equip_clit_clamp_in_sleep,被要求睡觉时戴着阴蒂夹,0,npc,二段结算_管理
1467,ask_equip_v_vibrator_in_sleep,被要求睡觉时V里插着振动棒,0,npc,二段结算_管理
1468,ask_equip_a_vibrator_in_sleep,被要求睡觉时A里插着振动棒,0,npc,二段结算_管理
1471,ask_not_wash_semen,被要求洗澡时不再清洗阴道内的精液,0,npc,二段结算_管理
1472,ask_masturbation_before_sleep,被要求每天晚上睡前都要自慰,0,npc,二段结算_管理
1473,ask_not_masturbation,被要求禁止自慰,0,npc,二段结算_管理
1474,ask_not_lock_door_before_sleeping,被要求晚上睡觉不锁门,0,npc,二段结算_管理
1481,ask_sucking_and_swallowing_exercises,被要求进行吮吸与吞咽力练习,0,npc,二段结算_管理
1482,ask_armpit_clamping_exercises,被要求进行腋下夹持力练习,0,npc,二段结算_管理
1483,ask_breast_clamping_exercises,被要求进行胸部夹持力练习,0,npc,二段结算_管理
1484,ask_hands_flexibility_exercises,被要求进行手部灵活度练习,0,npc,二段结算_管理
1485,ask_foots_flexibility_exercises,被要求进行足部灵活度练习,0,npc,二段结算_管理
1486,ask_vagina_firmness_exercises,被要求进行阴道紧致度练习,0,npc,二段结算_管理
1487,ask_intestine_firmness_exercises,被要求进行肠道紧致度练习,0,npc,二段结算_管理
1488,ask_tail_flexibility_exercises,被要求进行尾巴灵活度练习,0,npc,二段结算_管理
1489,ask_tentacle_flexibility_exercises,被要求进行触手灵活度练习,0,npc,二段结算_管理

1501,has_been_primary_hypnosis,获得被浅层催眠素质,0,npc,二段结算
1502,has_been_deep_hypnosis,获得被深层催眠素质,0,npc,二段结算
1503,has_been_complete_hypnosis,获得被完全催眠素质,0,npc,二段结算
