cid,premise_name,premise_type,premise
first_a_sex_in_today,FIRST_A_SEX_IN_TODAY,时间_初次,自己今天失去了A处女

time_day,TIME_DAY,时间_当前,时间:白天（6点~18点）
time_night,TIME_NIGHT,时间_当前,时间:夜晚（18点~6点）
time_midnight,TIME_MIDNIGHT,时间_当前,时间:深夜（22点~2点）
time_morning,TIME_MORNING,时间_当前,时间:清晨（4点~8点）
time_moon,TIME_MOON,时间_当前,时间:中午（10点~14点）
time_aftermoon,TIME_AFTERMOON,时间_当前,时间:下午（15点~18点）
time_0_to_9,TIME_0_TO_9,时间_当前,时间:0点~9点
time_18_to_23,TIME_18_TO_23,时间_当前,时间:18点~23点
eat_time,EAT_TIME,时间_当前,饭点（早上7~8点、中午12~13点、晚上18~19点）
breakfast_time,BREAKFAST_TIME,时间_当前,早饭饭点（早上7~8点）
launch_time,LAUNCH_TIME,时间_当前,午饭饭点（中午12~13点）
dinner_time,DINNER_TIME,时间_当前,晚饭饭点（晚上18~19点）
shower_time,SHOWER_TIME,时间_当前,淋浴时间（晚上8点到晚上12点）
not_shower_time,NOT_SHOWER_TIME,时间_当前,非淋浴时间（淋浴时间是晚上8点到晚上12点）
sleep_time,SLEEP_TIME,时间_当前,角色行动开始时间为睡觉时间（晚上10点到早上6点）
not_sleep_time,NOT_SLEEP_TIME,时间_当前,角色行动开始时间不是睡觉时间（晚上10点到早上6点）
game_time_is_sleep_time,GAME_TIME_IS_SLEEP_TIME,时间_当前,游戏系统时间为睡觉时间（晚上10点到早上6点）
tired_ge_75_or_sleep_time,TIRED_GE_75_OR_SLEEP_TIME,时间_当前,疲劳条≥75%或到了睡觉的时间
to_work_time,TO_WORK_TIME,时间_当前,到岗时间（工作日早上8:40~早上9:00，下午13:40~下午14:00）
work_time,WORK_TIME,时间_当前,工作时间（工作日早上9:00~中午12:00，下午14:00~下午18:00）
to_work_time_or_work_time,TO_WORK_TIME_OR_WORK_TIME,时间_当前,到岗时间或工作时间（工作日早上8:40~中午12:00，下午13:40~下午18:00）
all_entertainment_time,ALL_ENTERTAINMENT_TIME,时间_当前,全娱乐时间（休息日为工作时间+下班，工作日为仅下班）
not_all_entertainment_time,NOT_ALL_ENTERTAINMENT_TIME,时间_当前,非全娱乐时间（休息日为工作时间+下班，工作日为仅下班）
morning_entertainment_time,MORNING_ENTERTAINMENT_TIME,时间_当前,上午娱乐时间（早上9:00~早上12:00）
afternoon_entertainment_time,AFTERNOON_ENTERTAINMENT_TIME,时间_当前,下午娱乐时间（下午14:00~下午18:00）
night_entertainment_time,NIGHT_ENTERTAINMENT_TIME,时间_当前,晚上娱乐时间（晚上19:00~晚上22:00）
time_workday,TIME_WORKDAYD,时间_当前,今天为工作日（周一到周五）
time_weekend,TIME_WEEKEND,时间_当前,今天为周末（周六或周日）
morning_salutation_time,MORIING_SALUTATION_TIME,时间_当前,当前是早安问候时间（玩家醒来时间之后，动态权重50+超时分钟数
not_morning_salutation_time,NOT_MORIING_SALUTATION_TIME,时间_当前,当前不是早安问候时间（玩家醒来时间之后）
before_morning_salutation_time,BEFORE_MORNING_SALUTATION_TIME,时间_当前,当前是早安问候时间之前（玩家醒来时间之前）
night_salutation_time,NIGHT_SALUTATION_TIME,时间_当前,当前是晚安问候时间（计划睡觉时间之后，权重50）
not_night_salutation_time,NOT_NIGHT_SALUTATION_TIME,时间_当前,当前不是晚安问候时间（计划睡觉时间之后）
still_30_minutes_before_end,STILL_30_MINUTES_BEFORE_END,时间_当前,距离行动结束时间还有至少30分钟
chara_behavior_end_time_lateer_than_game_time,CHARA_BEHAVIOR_END_TIME_LATEER_THAN_GAME_TIME,时间_当前,角色行动结束时间晚于游戏时间
time_over_a_year,TIME_OVER_A_YEAR,时间_当前,游戏时间超过一年


normal_all,NORMAL_ALL,属性_异常状态,没有任何异常的普通状态
normal_1,NORMAL_1,属性_异常状态,1正常(基础生理需求)
normal_2,NORMAL_2,属性_异常状态,2正常(AI行动基本停止)
normal_3,NORMAL_3,属性_异常状态,3正常(助理或跟随)
normal_4,NORMAL_4,属性_异常状态,4正常(服装异常)
normal_5,NORMAL_5,属性_异常状态,5正常(意识模糊)
normal_6,NORMAL_6,属性_异常状态,6正常(完全意识不清醒)
normal_7,NORMAL_7,属性_异常状态,7正常(角色离线)
t_normal_2,T_NORMAL_2,属性_异常状态,交互对象2正常
t_normal_6,T_NORMAL_6,属性_异常状态,交互对象6正常
normal_2_4,NORMAL_2_4,属性_异常状态,24正常的普通状态
normal_267,NORMAL_267,属性_异常状态,267正常（可能基础异常、AI跟随、服装异常或意识模糊）
normal_2467,NORMAL_2467,属性_异常状态,2467正常（可能基础异常、AI跟随或意识模糊）
t_normal_2467,T_NORMAL_2467,属性_异常状态,交互对象2467正常（可能基础异常、AI跟随或意识模糊）
normal_23467,NORMAL_23467,属性_异常状态,23467正常（可能基础异常或意识模糊）
normal_24567,NORMAL_24567,属性_异常状态,24567正常（可能基础异常、AI跟随）
t_normal_24567,T_NORMAL_24567,属性_异常状态,交互对象24567正常（可能基础异常、AI跟随）
normal_124567,NORMAL_124567,属性_异常状态,124567正常（可能AI跟随）
normal_1267,NORMAL_1267,属性_异常状态,1267正常（可能AI跟随、服装异常或意识模糊）
normal_123467,NORMAL_123467,属性_异常状态,123467正常（可能意识模糊）
normal_1_2_4,NORMAL_1_2_4,属性_异常状态,124正常的普通状态
normal_2_3_4,NORMAL_2_3_4,属性_异常状态,234正常的普通状态
normal_2_5_6,NORMAL_2_5_6,属性_异常状态,256正常的普通状态
unnormal,UNNORMAL,属性_异常状态,有特殊需求的异常状态
unnormal_2,UNNORMAL_2,属性_异常状态,2异常
unnormal_27,UNNORMAL_27,属性_异常状态,27异常（AI停止或离线）
t_normal_5_6,T_NORMAL_5_6,属性_异常状态,交互对象56正常
t_unnormal_5_6,T_UNNORMAL_5_6,属性_异常状态,交互对象5异常或6异常
t_unnormal_6,T_UNNORMAL_6,属性_异常状态,交互对象6异常
unnormal_567,UNNORMAL_567,属性_异常状态,自身5或6或7异常
t_normal_256_or_unconscious_flag,T_NORMAL_256_OR_UNCONSCIOUS_FLAG,属性_异常状态,交互对象256正常或无意识
t_normal_56_or_unconscious_flag,T_NORMAL_56_OR_UNCONSCIOUS_FLAG,属性_异常状态,交互对象56正常或无意识
t_unnormal_567,T_UNNORMAL_567,属性_异常状态,交互对象5或6或7异常
normal_all_except_special_hypnosis,NORMAL_ALL_EXCEPT_SPECIAL_HYPNOSIS,属性_异常状态,没有任何异常的普通状态或被空气或体控催眠中

hp_low,HP_LOW,属性_基础,自身体力低于30%
hp_high,HP_HIGH,属性_基础,自身体力高于70%
hp_max,HP_MAX,属性_基础,自身体力等于100%
mp_0,MP_0,属性_基础,自身气力为0
mp_low,MP_LOW,属性_基础,自身气力低于30%
mp_high,MP_HIGH,属性_基础,自身气力高于70%
mp_max,MP_MAX,属性_基础,自身气力等于100%
hp_or_mp_low,HP_OR_MP_LOW,属性_基础,自身体力或气力有一项低于30%
hp_or_mp_ge_80,HP_OR_MP_GE_80,属性_基础,自身体力或气力有一项低于80%
t_hp_low,TARGET_HP_LOW,属性_基础,交互对象体力低于30%
t_hp_high,TARGET_HP_HIGH,属性_基础,交互对象体力高于70%
t_hp_ne_1,TARGET_HP_NE_1,属性_基础,交互对象体力不等于1
t_mp_0,TARGET_MP_0,属性_基础,交互对象气力为0
t_mp_low,TARGET_MP_LOW,属性_基础,交互对象气力低于30%
t_mp_high,TARGET_MP_HIGH,属性_基础,交互对象气力高于70%
self_and_target_hp_ge_70,SELF_AND_TARGET_HP_GE_70,属性_基础,自身和交互对象体力都高于70%
tired_le_0,TIRED_LE_0,属性_基础,疲劳条≤0%
tired_ge_10,TIRED_GE_10,属性_基础,疲劳条≥10%
tired_ge_50,TIRED_GE_50,属性_基础,疲劳条≥50%
tired_le_74,TIRED_LE_74,属性_基础,疲劳条≤74%，全指令自由
tired_ge_75,TIRED_GE_75,属性_基础,疲劳条≥75%，部分指令受限
tired_le_84,TIRED_LE_84,属性_基础,疲劳条≤84%，自由活动的极限
tired_ge_85,TIRED_GE_85,属性_基础,疲劳条≥85%，必须回去睡觉
tired_l_100,TIRED_L_100,属性_基础,疲劳条<100%，还不至于当场爆睡
tired_100,TIRED_100,属性_基础,疲劳条100%，当场爆睡
t_tired_ge_50,TARGET_TIRED_GE_50,属性_基础,交互对象疲劳条≥50%
t_tired_le_74,TARGET_TIRED_LE_74,属性_基础,交互对象疲劳条≤74%，全指令自由
t_tired_ge_75,TARGET_TIRED_GE_75,属性_基础,交互对象疲劳条≥75%，部分指令受限
t_tired_le_84,TARGET_TIRED_LE_84,属性_基础,交互对象疲劳条≤84%，自由活动的极限
t_tired_ge_85,TARGET_TIRED_GE_85,属性_基础,交互对象疲劳条≥85%，必须回去睡觉
t_tired_100,TARGET_TIRED_100,属性_基础,交互对象疲劳条100%，当场爆睡
urinate_le_49,URINATE_LE_49,属性_基础,尿意条≤49%，可以继续喝咖啡
urinate_le_79,URINATE_LE_79,属性_基础,尿意条≤79%，不需要排尿
urinate_ge_80,URINATE_GE_80,属性_基础,尿意条≥80%，需要排尿
urinate_ge_125,URINATE_GE_125,属性_基础,尿意条≥125%，需要当场排尿
t_urinate_le_49,TARGET_URINATE_LE_49,属性_基础,交互对象尿意条≤49%，可以继续喝咖啡
t_urinate_le_79,TARGET_URINATE_LE_79,属性_基础,交互对象尿意条≤79%，不需要排尿
t_urinate_ge_80,TARGET_URINATE_GE_80,属性_基础,交互对象尿意条≥80%，需要排尿
hunger_le_79,HUNGER_LE_79,属性_基础,饥饿值≤79%，不需要吃饭
hunger_ge_80,HUNGER_GE_80,属性_基础,饥饿值≥80%，需要吃饭
t_hunger_le_79,TARGET_HUNGER_LE_79,属性_基础,交互对象饥饿值≤79%，不需要吃饭
t_hunger_ge_80,TARGET_HUNGER_GE_80,属性_基础,交互对象饥饿值≥80%，需要吃饭
sleep_level_0,SLEEP_LEVEL_0,属性_基础,睡眠等级：半梦半醒
sleep_level_1,SLEEP_LEVEL_1,属性_基础,睡眠等级：浅睡
sleep_level_2,SLEEP_LEVEL_2,属性_基础,睡眠等级：熟睡
sleep_level_3,SLEEP_LEVEL_3,属性_基础,睡眠等级：完全深眠
milk_le_29,MILK_LE_29,属性_基础,奶量≤29%，无法挤奶
milk_ge_30,MILK_GE_30,属性_基础,奶量≥30%，可以挤奶
milk_le_79,MILK_LE_79,属性_基础,奶量≤79%，未涨奶
milk_ge_80,MILK_GE_80,属性_基础,奶量≥80%，涨奶
t_milk_le_29,TARGET_MILK_LE_29,属性_基础,交互对象奶量≤29%，无法挤奶
t_milk_ge_30,TARGET_MILK_GE_30,属性_基础,交互对象奶量≥30%，可以挤奶
t_milk_le_79,TARGET_MILK_LE_79,属性_基础,交互对象奶量≤79%，未涨奶
t_milk_ge_80,TARGET_MILK_GE_80,属性_基础,交互对象奶量≥80%，涨奶
sanity_point_0,SANITY_POINT_0,属性_基础,理智值为0
sanity_point_g_0,SANITY_POINT_G_0,属性_基础,理智值不为0
sanity_point_l_5,SANITY_POINT_L_5,属性_基础,理智值<5
sanity_point_ge_5,SANITY_POINT_GE_5,属性_基础,理智值≥5
sanity_point_l_10,SANITY_POINT_L_10,属性_基础,理智值<10
sanity_point_ge_10,SANITY_POINT_GE_10,属性_基础,理智值≥10
sanity_point_ge_20,SANITY_POINT_GE_20,属性_基础,理智值≥20
sanity_point_ge_40,SANITY_POINT_GE_40,属性_基础,理智值≥40
sanity_point_ge_50,SANITY_POINT_GE_50,属性_基础,理智值≥50
desire_point_ge_80,DESIRE_POINT_GE_80,属性_基础,欲望值≥80
desire_point_l_80,DESIRE_POINT_L_80,属性_基础,欲望值<80
desire_point_ge_100,DESIRE_POINT_GE_100,属性_基础,欲望值≥100

favorability_le_2,FAVORABILITY_LE_2,属性_好感与信赖,指令双方中NPC方对玩家的好感等级小于等于2（1000点）
favorability_ge_3,FAVORABILITY_GE_3,属性_好感与信赖,指令双方中NPC方对玩家的好感等级小于等于3（2500点）

is_assistant,IS_ASSISTANT,属性_助理,自己是当前的助理干员
not_assistant,NOT_ASSISTANT,属性_助理,自己不是当前的助理干员
t_is_assistant,TARGET_IS_ASSISTANT,属性_助理,交互对象是当前的助理干员
t_not_assistant,TARGET_NOT_ASSISTANT,属性_助理,交互对象不是当前的助理干员
assistant_follow_1,ASSISTANT_FOLLOW_1,属性_助理,自己的助理属性中的跟随服务开启中
assistant_help_work_0,ASSISTANT_HELP_WORK_0,属性_助理,自己的助理属性中的辅佐服务未开启
assistant_help_work_1,ASSISTANT_HELP_WORK_1,属性_助理,自己的助理属性中的辅佐服务开启中
assistant_send_food_0,ASSISTANT_SEND_FOOD_0,属性_助理,自己的助理属性中的送饭服务未开启
assistant_send_food_1,ASSISTANT_SEND_FOOD_1,属性_助理,自己的助理属性中的送饭服务为帮忙买午饭
assistant_send_food_2,ASSISTANT_SEND_FOOD_2,属性_助理,自己的助理属性中的送饭服务为亲手做午饭
assistant_send_food_3,ASSISTANT_SEND_FOOD_3,属性_助理,自己的助理属性中的送饭服务为亲手做三餐
assistant_send_food_of_ai_disable,ASSISTANT_SEND_FOOD_OF_AI_DISABLE,属性_助理,自己的助理属性中的送饭服务不影响AI吃饭的情况（包括未开启，开启午饭但当前非午饭）
assistant_send_food_1_able,ASSISTANT_SEND_FOOD_1_ABLE,属性_助理,自己的助理属性满足帮忙买午饭（设定为1，flag为0，且当前为午饭）
assistant_send_food_2_able,ASSISTANT_SEND_FOOD_2_ABLE,属性_助理,自己的助理属性满足帮忙做饭（含午饭与三餐）
assistant_morning_salutation_0,ASSISTANT_MORIING_SALUTATION_0,属性_助理,自己的助理属性中的早安问候服务未开启
assistant_morning_salutation_on,ASSISTANT_MORIING_SALUTATION_ON,属性_助理,自己的助理属性中的早安问候服务开启中
assistant_morning_salutation_1,ASSISTANT_MORIING_SALUTATION_1,属性_助理,自己的助理属性中的早安问候服务为-早上叫起床
assistant_morning_salutation_2,ASSISTANT_MORIING_SALUTATION_2,属性_助理,自己的助理属性中的早安问候服务为-早安吻
assistant_morning_salutation_3,ASSISTANT_MORIING_SALUTATION_3,属性_助理,自己的助理属性中的早安问候服务为-早安咬
assistant_night_salutation_0,ASSISTANT_NIGHT_SALUTATION_0,属性_助理,自己的助理属性中的晚安问候服务未开启
assistant_night_salutation_on,ASSISTANT_NIGHT_SALUTATION_ON,属性_助理,自己的助理属性中的晚安问候服务开启中
assistant_night_salutation_1,ASSISTANT_NIGHT_SALUTATION_1,属性_助理,自己的助理属性中的晚安问候服务为-晚上催睡觉
assistant_night_salutation_2,ASSISTANT_NIGHT_SALUTATION_2,属性_助理,自己的助理属性中的晚安问候服务为-晚安吻
assistant_night_salutation_3,ASSISTANT_NIGHT_SALUTATION_3,属性_助理,自己的助理属性中的晚安问候服务为-晚安咬
assistant_salutation_of_ai_disable,ASSISTANT_SALUTATION_OF_AI_DISABLE,属性_助理,自己的助理属性中的问候服务不影响AI行动的情况（包括未开启，开启但当前非问候时间）
in_assistant_ai_link,IN_ASSISTANT_AI_LINK,属性_助理,自己正在助理服务的行动链中（AI判断专用），包括送饭和早晚问候
assistant_live_together_on,ASSISTANT_LIVE_TOGETHER_ON,属性_助理,自己的助理属性为正在同居
assistant_live_together_off,ASSISTANT_LIVE_TOGETHER_OFF,属性_助理,自己的助理属性为未同居

ask_give_pan_everyday,ASK_GIVE_PAN_EVERYDAY,属性_身体管理,自己被要求每天上交内裤
ask_give_socks_everyday,ASK_GIVE_SOCKS_EVERYDAY,属性_身体管理,自己被要求每天上交袜子
ask_not_wear_corset,ASK_NOT_WEAR_CORSET,属性_身体管理,自己被要求以后不再穿胸衣
ask_not_wear_cloth_in_sleep,ASK_NOT_WEAR_CLOTH_IN_SLEEP,属性_身体管理,自己被要求以后睡觉时不穿衣服裸睡
ask_equp_nipple_clamp_in_day,ASK_EQUP_NIPPLE_CLAMP_IN_DAY,属性_身体管理,自己被要求白天时戴着乳头夹
ask_equp_clit_clamp_in_day,ASK_EQUP_CLIT_CLAMP_IN_DAY,属性_身体管理,自己被要求白天时戴着阴蒂夹
ask_equp_v_bibrator_in_day,ASK_EQUP_V_VIBRATOR_IN_DAY,属性_身体管理,自己被要求白天时V里插着振动棒
ask_equp_a_bibrator_in_day,ASK_EQUP_A_VIBRATOR_IN_DAY,属性_身体管理,自己被要求白天时A里插着振动棒
ask_equp_nipple_clamp_in_sleep,ASK_EQUP_NIPPLE_CLAMP_IN_SLEEP,属性_身体管理,自己被要求睡觉时戴着乳头夹
ask_equp_clit_clamp_in_sleep,ASK_EQUP_CLIT_CLAMP_IN_SLEEP,属性_身体管理,自己被要求睡觉时戴着阴蒂夹
ask_equp_v_bibrator_in_sleep,ASK_EQUP_V_VIBRATOR_IN_SLEEP,属性_身体管理,自己被要求睡觉时V里插着振动棒
ask_equp_a_bibrator_in_sleep,ASK_EQUP_A_VIBRATOR_IN_SLEEP,属性_身体管理,自己被要求睡觉时A里插着振动棒
ask_not_wash_semen,ASK_NOT_WASH_SEMEN,属性_身体管理,自己被要求洗澡时不再清洗阴道内的精液
ask_masturbation_before_sleep,ASK_MASTURBATION_BEFORE_SLEEP,属性_身体管理,自己被要求每天晚上睡前都要自慰
ask_not_masturbation,ASK_NOT_MASTURBATION,属性_身体管理,自己被要求禁止自慰
not_ask_not_masturbation,NOT_ASK_NOT_MASTURBATION,属性_身体管理,自己没有被要求禁止自慰
ask_none_exercises,ASK_NONE_EXERCISES,属性_身体管理,自己没有被要求进行任何练习
ask_one_exercises,ASK_ONE_EXERCISES,属性_身体管理,自己被要求进行了至少一项练习
ask_ge_3_exercises,ASK_GE_3_EXERCISES,属性_身体管理,自己被要求进行了至少3项练习
ask_sucking_and_swallowing_exercises,ASK_SUCKING_AND_SWALLOWING_EXERCISES,属性_身体管理,自己被要求进行吮吸与吞咽力练习
ask_armpit_clamping_exercises,ASK_ARMPIT_CLAMPING_EXERCISES,属性_身体管理,自己被要求进行腋下夹持力练习
ask_breast_clamping_exercise,ASK_BREAST_CLAMPING_EXERCISES,属性_身体管理,自己被要求进行胸部夹持力练习
ask_hands_flexibility_exercises,ASK_HANDS_FLEXIBILITY_EXERCISES,属性_身体管理,自己被要求进行手部灵活度练习
ask_foots_flexibility_exercises,ASK_FOOTS_FLEXIBILITY_EXERCISES,属性_身体管理,自己被要求进行足部灵活度练习
ask_vagina_firmness_exercises,ASK_VAGINA_FIRMNESS_EXERCISES,属性_身体管理,自己被要求进行阴道紧致度练习
ask_intestine_firmness_exercises,ASK_INTESTINE_FIRMNESS_EXERCISES,属性_身体管理,自己被要求进行肠道紧致度练习
ask_tail_flexibility_exercises,ASK_TAIL_FLEXIBILITY_EXERCISES,属性_身体管理,自己被要求进行尾巴灵活度练习
ask_tentacle_flexibility_exercises,ASK_TENTACLE_FLEXIBILITY_EXERCISES,属性_身体管理,自己被要求进行触手灵活度练习

self_have_nick_name_to_pl,SELF_HAVE_NICK_NAME_TO_PL,属性_昵称,自己已设定对玩家的称呼
self_not_have_nick_name_to_pl,SELF_NOT_HAVE_NICK_NAME_TO_PL,属性_昵称,自己未设定对玩家的称呼
self_have_nick_name_to_self,SELF_HAVE_NICK_NAME_TO_SELF,属性_昵称,自己已设定玩家对自己的称呼
self_not_have_nick_name_to_self,SELF_NOT_HAVE_NICK_NAME_TO_SELF,属性_昵称,自己未设定玩家对自己的称呼

jj_0,JJ_0,属性_身体部位,自身阴茎大小为短小
jj_1,JJ_1,属性_身体部位,自身阴茎大小为普通
jj_2,JJ_2,属性_身体部位,自身阴茎大小为粗大
jj_3,JJ_3,属性_身体部位,自身阴茎大小为巨根

is_follow,IS_FOLLOW,属性_特殊flag,当前正跟随玩家
not_follow,NOT_FOLLOW,属性_特殊flag,当前没跟随玩家
is_follow_1,IS_FOLLOW_1,属性_特殊flag,当前正智能跟随玩家(权重20)
not_follow_1,NOT_FOLLOW_1,属性_特殊flag,当前没智能跟随玩家
is_follow_3,IS_FOLLOW_3,属性_特殊flag,当前正前往博士办公室
is_follow_4,IS_FOLLOW_4,属性_特殊flag,当前正前往博士所在位置
t_is_follow,TARGET_IS_FOLLOW,属性_特殊flag,交互对象当前正跟随玩家
t_not_follow,TARGET_NOT_FOLLOW,属性_特殊flag,交互对象当前没跟随玩家
hp_1,HP_1,属性_特殊flag,自身疲劳（体力=1）
hp_g_1,HP_G_1,属性_特殊flag,自身未疲劳（体力>1）
self_or_target_hp_1,SELF_OR_TARGET_HP_1,属性_特殊flag,自身或交互对象疲劳（体力=1）
self_and_target_hp_g_1,SELF_AND_TARGET_HP_G_1,属性_特殊flag,自身和交互对象均未疲劳（体力>1）
be_bagged_0,BE_BAGGED_0,属性_特殊flag,自身没有被装袋搬走
be_bagged_1,BE_BAGGED_1,属性_特殊flag,自身被装袋搬走
pl_bagging_chara,PL_BAGGING_CHARA,属性_特殊flag,玩家正在装袋搬走某个角色
pl_not_bagging_chara,PL_NOT_BAGGING_CHARA,属性_特殊flag,玩家没有正在装袋搬走某个角色
imprisonment_1,IMPRISONMENT_1,属性_特殊flag,自身被监禁
imprisonment_0,IMPRISONMENT_0,属性_特殊flag,自身没有被监禁
t_imprisonment_0,T_IMPRISONMENT_0,属性_特殊flag,交互对象没有被监禁
t_imprisonment_1,T_IMPRISONMENT_1,属性_特殊flag,交互对象被监禁
shower_flag_0,SHOWER_FLAG_0,属性_特殊flag,自身没有洗澡状态
shower_flag_ge_1,SHOWER_FLAG_GE_1,属性_特殊flag,自身有某一种洗澡状态
shower_flag_123,SHOWER_FLAG_123,属性_特殊flag,自身有正在进行的洗澡状态
shower_flag_1,SHOWER_FLAG_1,属性_特殊flag,自身要脱衣服（洗澡）状态
shower_flag_2,SHOWER_FLAG_2,属性_特殊flag,自身要洗澡状态
shower_flag_3,SHOWER_FLAG_3,属性_特殊flag,自身要披浴巾状态
shower_flag_4,SHOWER_FLAG_4,属性_特殊flag,自身已洗澡状态
eat_food_flag_ge_1,EAT_FOOD_FLAG_GE_1,属性_特殊flag,自身有某一种吃饭状态
eat_food_flag_1,EAT_FOOD_FLAG_1,属性_特殊flag,自身要取餐状态
eat_food_flag_2,EAT_FOOD_FLAG_2,属性_特殊flag,自身要进食状态
sleep_flag_0,SLEEP_FLAG_0,属性_特殊flag,自身无要睡觉状态
sleep_flag_1,SLEEP_FLAG_1,属性_特殊flag,自身要睡觉状态
rest_flag_1,REST_FLAG_1,属性_特殊flag,自身要休息状态
pee_flag_1,PEE_FLAG_1,属性_特殊flag,自身要撒尿状态
milk_flag_1,MILK_FLAG_1,属性_特殊flag,自身要挤奶状态
masturebate_flag_0,MASTUREBATE_FLAG_0,属性_特殊flag,自身没有要自慰状态
masturebate_flag_g_0,MASTUREBATE_FLAG_G_0,属性_特殊flag,自身要自慰状态(含两类位置)
masturebate_flag_1,MASTUREBATE_FLAG_1,属性_特殊flag,自身要自慰状态_洗手间
masturebate_flag_2,MASTUREBATE_FLAG_2,属性_特殊flag,自身要自慰状态_宿舍
masturebate_bofore_sleep_flag_0,MASTUREBATE_BOFORE_SLEEP_FLAG_0,属性_特殊flag,自身没有要睡前自慰状态
masturebate_bofore_sleep_flag_1,MASTUREBATE_BOFORE_SLEEP_FLAG_1,属性_特殊flag,自身要睡前自慰状态
masturebate_bofore_sleep_flag_2,MASTUREBATE_BOFORE_SLEEP_FLAG_2,属性_特殊flag,自身已睡前自慰状态
not_need_masturebate_before_sleep_or_already_masturebate,NOT_NEED_MASTUREBATE_BEFORE_SLEEP_OR_ALREADY_MASTUREBATE,属性_特殊flag,自身不需要睡前自慰或已经睡前自慰
find_food_weird_flag_0,FIND_FOOD_WEIRD_FLAG_0,属性_特殊flag,自身没有发现食物有问题
find_food_weird_flag_1,FIND_FOOD_WEIRD_FLAG_1,属性_特殊flag,自身发现食物有问题
t_find_food_weird_flag_0,T_FIND_FOOD_WEIRD_FLAG_0,属性_特殊flag,交互对象没有发现食物有问题
t_find_food_weird_flag_1,T_FIND_FOOD_WEIRD_FLAG_1,属性_特殊flag,交互对象发现食物有问题
swim_flag_0,SWIM_FLAG_0,属性_特殊flag,自身没有游泳状态
swim_flag_1,SWIM_FLAG_1,属性_特殊flag,自身要换泳衣状态
swim_flag_2,SWIM_FLAG_2,属性_特殊flag,自身要游泳状态
bathhouse_entertainment_flag_0,BATHHOUSE_ENTERTAINMENT_FLAG_0,属性_特殊flag,自身没有大浴场娱乐状态
bathhouse_entertainment_flag_1,BATHHOUSE_ENTERTAINMENT_FLAG_1,属性_特殊flag,自身大浴场娱乐_要更衣状态
bathhouse_entertainment_flag_2,BATHHOUSE_ENTERTAINMENT_FLAG_2,属性_特殊flag,自身大浴场娱乐_要娱乐状态
work_maintenance_flag_0,WORK_MAINTENANCE_FLAG_0,属性_特殊flag,自身没有要检修状态
work_maintenance_flag_1,WORK_MAINTENANCE_FLAG_1,属性_特殊flag,自身要检修状态
unconscious_flag_0,UNCONSCIOUS_FLAG_0,属性_特殊flag,自身没有无意识状态
unconscious_flag_ge_1,UNCONSCIOUS_FLAG_GE_1,属性_特殊flag,自身有无意识状态
unconscious_hypnosis_flag,UNCONSCIOUS_HYPNOSIS_FLAG,属性_特殊flag,自身有无意识_任意一种催眠状态
unconscious_flag_1,UNCONSCIOUS_FLAG_1,属性_特殊flag,自身有无意识_睡眠状态
unconscious_flag_2,UNCONSCIOUS_FLAG_2,属性_特殊flag,自身有无意识_醉酒状态
unconscious_flag_3,UNCONSCIOUS_FLAG_3,属性_特殊flag,自身有无意识_时停状态
unconscious_flag_4,UNCONSCIOUS_FLAG_4,属性_特殊flag,自身有无意识_平然状态
unconscious_flag_5,UNCONSCIOUS_FLAG_5,属性_特殊flag,自身有无意识_空气状态
not_unconscious_flag_5,NOT_UNCONSCIOUS_FLAG_5,属性_特殊flag,自身没有无意识_空气状态
unconscious_flag_6,UNCONSCIOUS_FLAG_6,属性_特殊flag,自身有无意识_体控状态
unconscious_flag_7,UNCONSCIOUS_FLAG_7,属性_特殊flag,自身有无意识_心控状态
t_unconscious_flag_0,T_UNCONSCIOUS_FLAG_0,属性_特殊flag,对方没有无意识状态
t_unconscious_flag,T_UNCONSCIOUS_FLAG,属性_特殊flag,对方有无意识状态
t_unconscious_hypnosis_flag,T_UNCONSCIOUS_HYPNOSIS_FLAG,属性_特殊flag,对方有无意识_任意一种催眠状态
t_unconscious_flag_1,T_UNCONSCIOUS_FLAG_1,属性_特殊flag,对方有无意识_睡眠状态
t_not_unconscious_flag_1,T_NOT_UNCONSCIOUS_FLAG_1,属性_特殊flag,对方没有无意识_睡眠状态
t_unconscious_flag_2,T_UNCONSCIOUS_FLAG_2,属性_特殊flag,对方有无意识_醉酒状态
t_unconscious_flag_3,T_UNCONSCIOUS_FLAG_3,属性_特殊flag,对方有无意识_时停状态
t_unconscious_flag_4,T_UNCONSCIOUS_FLAG_4,属性_特殊flag,对方有无意识_平然状态
t_not_unconscious_flag_4,T_NOT_UNCONSCIOUS_FLAG_4,属性_特殊flag,对方没有无意识_平然状态
t_unconscious_flag_5,T_UNCONSCIOUS_FLAG_5,属性_特殊flag,对方有无意识_空气状态
t_not_unconscious_flag_5,T_NOT_UNCONSCIOUS_FLAG_5,属性_特殊flag,对方没有无意识_空气状态
t_unconscious_flag_6,T_UNCONSCIOUS_FLAG_6,属性_特殊flag,对方有无意识_体控状态
t_not_unconscious_flag_6,T_NOT_UNCONSCIOUS_FLAG_6,属性_特殊flag,对方没有无意识_体控状态
t_unconscious_flag_7,T_UNCONSCIOUS_FLAG_7,属性_特殊flag,对方有无意识_心控状态
t_not_unconscious_flag_7,T_NOT_UNCONSCIOUS_FLAG_7,属性_特殊flag,对方没有无意识_心控状态
