cid,department,subject,sub_key,once,weight,premise,text,option_1,option_1_premise,option_1_reason,option_1_tip,option_1_effect,option_2,option_2_premise,option_2_reason,option_2_tip,option_2_effect,option_3,option_3_premise,option_3_reason,option_3_tip,option_3_effect,option_4,option_4_premise,option_4_reason,option_4_tip,option_4_effect
41,15,1,101,0,8,,工程部来做育儿室的空气过滤维护。机器拆开的那半个小时里，滤芯上积的那层灰让在场的人都沉默了——外面的空气就是这样。,让工程部把这里的滤芯提到最高等级,,,照料＋＋，倾向：勤劳,CVE_A1_F_G_10&CVE_A1_Growth|10_G_3&CVE_A1_Growth|20_G_5,维护期间把她抱到你的办公室,,,好感＋，照料＋，倾向：羞耻,CVE_A1_F_G_16&CVE_A1_Growth|20_G_3&CVE_A1_Growth|13_L_1,按标准流程来就好，不必特殊照顾,,,倾向：坚强,CVE_A1_Growth|11_G_2,,,,,
42,15,1,101,0,9,,舰船调度的广播在深夜响了三遍。她被惊醒，哭声隔着两道门都能听见，育儿室的灯又亮了起来。,去把她哄睡，顺便让调度改走内线,,,好感＋，倾向：勤劳,CVE_A1_F_G_16&CVE_A1_Growth|10_G_2&CVE_A1_Growth|20_G_3,只去哄她，广播的事明天再说,,,好感＋，照料＋,CVE_A1_F_G_14&CVE_A1_Growth|20_G_2,让她习惯，这船上本来就不安静,,,好感小降，倾向：坚强,CVE_A1_F_L_8&CVE_A1_Growth|11_G_3,,,,,
43,15,1,101,0,8,,保育员轮班的时候要交接一沓记录：吃了多少、睡了几次、哭了几回。你路过时被叫住，问要不要也添一笔。,接过笔，把今天陪她的那段写上去,,,照料＋，倾向：勤劳,CVE_A1_F_G_10&CVE_A1_Growth|10_G_3&CVE_A1_Growth|20_G_3,让保育员照常记，你只看月报,,,倾向：孤僻,CVE_A1_Growth|12_L_1&CVE_A1_Growth|20_G_1,把记录本带回办公室，晚上再翻,,,信赖＋，倾向：勤劳,CVE_A1_F_G_6&CVE_A1_X_G_3&CVE_A1_Growth|10_G_2,,,,,
44,15,1,101,1,15,CVP_A1_Growth|3_GE_30&CVP_A1_Growth|3_L_75,她今天第一次自己坐稳了。前几次都是歪一下就倒，这回她晃了两晃，居然稳住了，然后一动不敢动地看着你。,在她背后垫上枕头，让她多坐一会儿,,,照料＋＋，倾向：勤劳,CVE_A1_F_G_12&CVE_A1_Growth|10_G_2&CVE_A1_Growth|20_G_4,鼓掌，把这份得意还给她,,,好感＋＋，倾向：热情,CVE_A1_F_G_18&CVE_A1_Growth|12_G_3,不去扶，让她自己找平衡,,,倾向：坚强,CVE_A1_F_G_6&CVE_A1_Growth|11_G_3,,,,,
45,15,1,101,0,10,CVP_A1_Growth|3_GE_30&CVP_A1_Growth|3_L_75,她又翻过去了，然后卡在那儿翻不回来，一只胳膊压在身下，急得脸都红了，却始终没哭出来。,马上把她翻回来,,,照料＋，倾向：脆弱,CVE_A1_F_G_12&CVE_A1_Growth|11_L_2&CVE_A1_Growth|20_G_3,在旁边等一会儿，看她自己能不能挣脱,,,倾向：坚强，倾向：勤劳,CVE_A1_F_G_6&CVE_A1_Growth|11_G_3&CVE_A1_Growth|10_G_2,轻轻推一把，帮她一半,,,照料＋，倾向：勤劳,CVE_A1_F_G_10&CVE_A1_Growth|10_G_2&CVE_A1_Growth|20_G_2,,,,,
46,15,1,101,0,11,CVP_A1_Growth|3_GE_30&CVP_A1_Growth|3_L_75,这几天她只肯让你抱。保育员一伸手她就往后仰，哭得整层楼都听得见，可只要一到你手上，立刻就没事了。,那就多抱一会儿，公务带过来办,,,好感＋＋，倾向：脆弱，倾向：羞耻,CVE_A1_F_G_20&CVE_A1_Growth|11_L_3&CVE_A1_Growth|20_G_3&CVE_A1_Growth|13_L_2,抱着她坐在保育员旁边，慢慢过渡,,,照料＋＋，倾向：开放,CVE_A1_F_G_12&CVE_A1_Growth|13_G_3&CVE_A1_Growth|20_G_4,直接交给保育员，你转身就走,,,好感下降，倾向：坚强,CVE_A1_F_L_14&CVE_A1_Growth|11_G_4,,,,,
47,15,1,101,0,10,,医疗部按例给她做接种。针还没碰到皮肤，她就哭开了，等针真扎下去，反倒只是抽了一下，然后死死盯着那个医生。,全程抱着她，让她盯着你而不是针,,,好感＋＋，照料＋，倾向：羞耻,CVE_A1_F_G_18&CVE_A1_X_G_3&CVE_A1_Growth|20_G_3&CVE_A1_Growth|13_L_1,在门外等，让医生按流程来,,,好感小降，倾向：坚强,CVE_A1_F_L_10&CVE_A1_Growth|11_G_3,事后带她去挑一个新玩具,,,好感＋，倾向：热情,CVE_A1_F_G_14&CVE_A1_Growth|12_G_2&CVE_A1_Growth|20_G_2,,,,,
48,15,1,101,0,9,CVP_A1_Growth|3_GE_30&CVP_A1_Growth|3_L_75,保育员摆了一圈东西在她面前：笔、钳子、听诊器、一小袋龙门币。她爬了两步，抓住的却是你放在一旁的工牌。,笑着把工牌给她，让她抓着玩,,,好感＋＋，倾向：热情,CVE_A1_F_G_20&CVE_A1_Growth|12_G_3,换成别的东西，再让她挑一次,,,倾向：开放，倾向：勤劳,CVE_A1_F_G_8&CVE_A1_Growth|13_G_2&CVE_A1_Growth|10_G_2,把工牌收回去，那不是玩具,,,好感小降，倾向：坚强,CVE_A1_F_L_8&CVE_A1_Growth|11_G_2,,,,,
49,15,1,101,1,14,CVP_A1_Growth|3_GE_30&CVP_A1_Growth|3_L_75,保育员来报：她昨晚一觉睡到了天亮，中间一次都没醒。说这话的时候，那位干员自己的黑眼圈也淡了些。,去看看她醒了没，顺便谢谢保育员,,,好感＋，倾向：热情,CVE_A1_F_G_14&CVE_A1_Growth|12_G_2&CVE_A1_Growth|20_G_2,把作息记下来，往后照这个来,,,照料＋＋，倾向：勤劳,CVE_A1_F_G_8&CVE_A1_Growth|10_G_3&CVE_A1_Growth|20_G_4,那你也终于能睡个整觉了,,,倾向：懒散,CVE_A1_F_G_4&CVE_A1_Growth|10_L_2,,,,,
50,15,1,101,0,10,self_mother_available,断奶之后她还是要找母亲。今天母亲刚走到门口，她就在床上撑起身子，一路哭着往那个方向够。,让母亲再多留一会儿,,,照料＋，倾向：脆弱，倾向：懒散,CVE_A1_F_G_10&CVE_A1_Growth|11_L_2&CVE_A1_Growth|20_G_3&CVE_A1_Growth|10_L_1,抱起她转过身，用别的事分她的神,,,好感＋，倾向：坚强,CVE_A1_F_G_12&CVE_A1_Growth|11_G_2&CVE_A1_Growth|20_G_2,让母亲每天固定时间来一次,,,照料＋＋，倾向：勤劳,CVE_A1_F_G_8&CVE_A1_Growth|10_G_2&CVE_A1_Growth|20_G_4,,,,,
